Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
57847.31707,5.119668858,8.346175612,4.39,40208.77121,1111360.303
59609.275,4.926836012,7.583465812,5.37,37432.68932,742645.1459
81376.09707,7.406003649,6.003180902,3.03,40151.93262,1788829.235
80488.78931,5.158354668,4.956271805,2.41,36743.26834,1273308.71
66547.18175,6.350672042,5.305000412,2.04,16741.96499,786407.9451
54703.74745,5.57788949,5.627074815,3.47,47490.68592,814573.1471
50857.09653,5.512505418,8.530697129,3.26,40790.18479,1131533.555
79095.27923,6.666808866,6.738533682,2.5,23624.24894,1476392.551
79817.66576,6.019474864,8.073786511,5.41,31765.90139,1428399.002
73540.62894,4.421746778,7.049997801,5.24,39756.36603,936148.5119
74591.28235,6.175769773,6.826686285,3.19,28860.94534,1341069.16
80154.87152,7.006200196,5.726046839,4.24,45608.50108,1650269.18
79706.96306,5.067889591,8.219771123,3.12,39717.81358,1556786.6
67794.29477,8.104891037,6.211783186,2.45,25903.80948,1343394.634
76075.15426,6.905817831,5.985129882,4.16,40368.56038,1567745.807
71329.00273,6.389930497,5.958260743,3.13,25974.45323,1235501.486
69866.02451,5.83202653,6.873508167,2.14,48601.33237,1246270.01
66616.19451,6.336056315,5.58921062,2.24,39347.57465,958909.1935
74533.16208,6.67935313,5.919230725,4,49481.56581,1520234.229
58348.79711,5.686845562,7.182291988,6,59129.49783,1135465.473
80174.92459,5.655725556,6.847191229,3.18,45233.32883,1441376.394
67651.53322,6.307915969,6.29716031,4.42,50823.45978,1366000.57
80836.34486,5.7673672,7.421920927,3.02,49864.46977,1811377.221
74439.56614,4.180214591,7.964413567,5.28,44079.38816,1351639.839
46931.57582,7.525739655,7.411213425,3.16,22190.12926,893215.2366
81181.5688,6.636742301,8.201423572,5.27,26690.70991,1641055.939
58651.71233,4.493588257,6.955095611,4.37,30367.8801,799207.7043
81443.1396,6.200635143,6.778065269,4.13,35592.8721,1455326
71769.85888,6.067195467,6.849294596,4.18,28173.39447,1114169.037
73789.39613,4.357430326,7.762162585,6.39,40939.76707,1082370.171
71684.09549,5.229371954,7.521449211,5.17,24555.33668,1062877.883
81316.38029,4.13269444,7.204458615,3.36,35589.59472,1153233.241
66320.99448,6.287340353,6.808607098,2.5,16803.47999,933609.2581
58624.12917,7.257430012,8.637535029,4.05,56547.80418,1895361.115
59128.31877,5.88630988,5.571042791,2.23,45592.38758,916140.2212
53712.14081,4.229270472,6.875062831,2.38,31913.69653,704884.1544
62653.09246,6.543983828,7.884325909,3.28,41467.86766,1382110.278
69071.89936,5.799068188,7.081538688,3.12,32106.89476,1066040.789
61682.99948,5.973472603,6.288611418,4.38,29674.03236,856931.5284
79767.61655,6.161610467,6.092501895,2.29,46430.88165,1377671.237
60319.43151,6.664388302,7.247687515,4.38,33337.76538,983537.5108
64074.96149,5.432982248,6.652975581,4.5,40211.10647,1152269.431
84487.8323,5.835554804,5.622522052,4.29,41764.6632,1685967.648
70990.80491,6.014814127,4.651974294,2.46,30904.25303,1024907.94
63079.1724,6.381165621,8.995983689,3.05,21940.74724,1201110.294
51967.23585,5.592888618,7.105833643,5.1,21454.19944,657169.3042
65363.74649,6.752351399,9.257404381,4.11,48714.69033,1775531.404
87768.40474,5.053542724,6.541375695,2.31,45801.43319,1698198.751
63317.59483,5.127972307,8.139139402,6.07,44066.96345,1283151.802
76926.14478,5.97725042,5.751756293,3.23,45836.01687,1353635.41
81858.57318,7.358643507,6.219018194,4.03,32549.99223,1730084.479
47594.44824,6.68202379,8.5967749,4.17,41311.06762,1133814.078
71965.62103,7.964115419,7.523354623,5.22,48873.99434,1930805.947
80528.49774,5.642628713,8.560018879,5.3,37717.25395,1641030.478
68177.40477,6.463362271,5.625555164,3.48,23835.28645,974599.9588
64469.03364,4.53453824,5.839049562,2.03,43745.99082,909885.8014
65423.24692,5.75682588,6.35315741,3.13,28914.79146,926880.8506
72748.51296,6.879262946,8.783143977,6.28,40137.50244,1726364.398
52022.15897,5.523318653,6.377634867,3.21,31320.91642,642855.1696
66638.86604,7.97322039,6.229155635,4.25,26641.70332,1357208.238
70580.43789,6.355133907,8.006449128,3,36626.70399,1578493.708
56281.20523,5.269657863,7.85138367,6.27,29141.73978,962501.9015
72441.37701,6.343953016,6.571655417,4.26,38368.28028,1202621.178
76935.85041,5.396363142,9.349175609,6.5,25763.64325,1642164.216
69201.43741,5.559047314,5.727367756,3.42,42573.57801,1109665.563
86219.59857,5.904630857,6.398407812,2.48,44034.47735,1517597.527
57335.79077,5.264702041,7.418269493,6.43,41826.05082,1059431.451
84114.29072,6.081558141,8.360860711,4.2,38702.33927,1777009.712
52801.97917,5.869786444,6.175532974,3.18,21518.04492,685123.1393
78679.41867,6.449623481,8.726352815,3.23,57409.90796,2082236.244
50846.00806,5.272233698,7.937358365,3.12,45357.00431,1252419.196
72937.70838,7.17273506,6.882272764,2.04,57121.57974,1938713.985
68894.84507,5.930501633,6.974340367,4.47,28851.6014,1033290.975
76771.8852,7.470777841,7.528286855,4.26,35690.21885,1860648.745
68061.8143,5.776912412,8.067645702,3.02,30689.3026,1255736.409
72646.94532,6.287913286,7.053114136,5.43,51126.89179,1626592.991
53306.92214,4.632267718,6.194794325,2.15,39063.33871,553077.2126
66626.53964,4.623909764,6.335303102,3.39,20257.79036,518831.4706
58307.72788,6.381029538,8.308603108,4.07,25509.06978,1150877.735
76009.54276,5.642354239,6.765189075,2.36,52832.00406,1590804.044
58694.51502,7.394768108,9.269452625,4.32,49960.97724,1708631.365
70956.99972,5.551591773,6.660050611,2.38,27811.63909,1024601.563
59273.42234,5.715546028,7.662476479,6,20353.16099,818289.7642
77910.2699,4.638074724,6.30458615,4.35,28126.82564,983180.3746
76076.2907,6.213168556,7.953781094,6.49,46298.31611,1765809.432
70657.39833,7.253377051,6.349965618,2.31,22743.50723,1246485.184
57945.32298,4.893833852,7.343874274,3.14,23040.41358,768034.5331
75611.47181,5.692877721,7.174165695,6.18,22047.19911,998240.8508
65632.92598,6.420380544,5.929531324,4.43,42803.22141,1184527.374
74579.98953,4.639654131,5.521489299,3.07,42806.14664,1173474.379
89716.84074,5.216626584,7.494639257,6.21,60886.85261,2105991.792
62069.76279,5.535626528,7.347449707,3.35,27098.84396,779207.5546
67622.21961,5.813927735,5.071111867,4.16,35359.84847,841392.493
50041.12522,5.981267363,8.699555304,3.08,68311.69582,1626676.49
53763.52801,7.336375104,7.533218756,5.15,32306.66852,1219846.919
54273.91488,5.550543628,6.798805806,4.44,24233.06146,753652.2718
77853.31613,4.152152601,7.115080039,3.02,38031.07264,1224186.696
65973.38432,6.397171887,9.007768282,3.38,40765.39799,1382810.706
90864.87746,4.840861723,7.345925208,5.01,39183.03228,1629640.53
72137.83744,4.853665891,8.675574518,3.46,38259.2238,1273067.036
66269.51277,6.826684184,8.191502632,3.26,18114.57522,1168859.117
59473.98832,6.926414489,7.772294448,6.19,41215.29823,1296146.939
63345.24005,7.188236095,5.586728665,3.26,34310.24283,1260616.807
73505.59765,6.02600547,5.977781617,2.24,39677.32771,1292740.446
65431.66476,4.401142472,7.283060937,4,38499.37693,963531.9152
73334.68387,5.305891887,5.954193531,2.45,32270.8275,935061.3093
62917.32124,5.46901058,6.024523188,2.14,36845.30501,849153.1225
68656.90677,7.354457916,8.78790783,6.36,43833.85344,1747911.496
89831.31929,5.20196372,7.719652764,6.37,45335.36028,1741959.834
66658.96791,7.729789733,7.130497891,4,57563.58574,1720734.403
73531.59798,5.429705913,7.540586481,5.18,32651.80943,1259665.603
62032.95947,5.235210947,7.083483134,4.39,25267.10761,800809.1317
42462.09959,6.039003284,8.058236768,4.18,42191.77602,1000087.121
79571.60308,7.27567668,4.29822055,3.3,43601.7107,1457230.646
95236.13705,5.693896342,7.074092795,3.42,41524.5833,1848511.108
67769.82559,8.074693668,6.761631408,4.22,33254.60341,1760734.69
67481.41474,6.827844193,8.13606691,6.26,18846.25449,1115627.78
51457.3763,6.011529119,6.84053592,3.46,42889.6661,794075.8615
70564.72035,6.720829754,6.754620969,2.42,37339.5559,1354077.498
75361.23757,5.546206589,7.770046179,3.24,23530.90631,1228323.225
81385.22312,6.119687512,6.083928892,2.31,47897.15663,1679204.741
63593.95114,8.016627453,8.005870386,6.47,40186.29337,1684537.961
57880.64441,5.796357678,7.272294414,6.02,20255.9803,846052.9112
58593.44792,5.876893588,6.663904269,2.1,45694.50757,1227401.539
60930.18857,4.90741818,8.042243582,6.21,26165.66727,716316.4881
78239.40566,4.565139093,7.034869545,3.05,36936.62977,1216888.02
75868.77233,5.901981112,6.330875764,3.42,39295.70265,1536143.592
53969.92837,7.133155303,7.654178577,6.32,43351.5892,1409943.303
60186.60533,7.203329692,5.278282131,3.35,45545.12518,1168126.213
71270.84203,5.425916412,7.691914339,6.28,40130.80794,1331897.457
63270.35175,4.438052618,6.617986874,2.5,48531.79491,1084011.704
93303.68385,4.7205807,7.793745989,3.42,38162.61295,1529711.14
65417.89183,6.222731004,7.70117965,5.25,39446.67486,1226992.903
80707.40491,6.71487204,5.362668496,2.25,25433.30292,1328525.02
61081.35086,5.737394208,7.807634187,3.15,25627.54628,1132662.215
53676.37215,6.017914884,6.709152749,2.31,47027.06248,1046442.634
67582.84414,5.639891799,8.013745403,3.04,41529.6954,1279051.669
65608.60771,7.569247064,6.739623392,3.15,28774.42668,1295901.454
82855.94,6.813064895,8.213717355,5.37,36954.33556,1856782.783
67819.25458,6.545699268,6.835480534,3.47,37515.539,1340705.119
66718.40189,6.235983679,8.094418215,4.35,20155.97949,1015546.309
74082.02275,6.757647964,6.942989831,2.44,32617.47347,1400496.655
62095.03681,5.954461825,4.707758996,3.24,36183.2878,763869.6667
62636.8301,5.863607067,5.796622943,3.18,51456.29763,1047226.967
57311.80815,5.678351891,8.161782463,6.39,38929.92619,1200888.773
56315.35158,5.064975334,8.708239446,3.46,40985.4772,899466.5749
73120.65722,5.275382498,5.707288324,2.27,32402.25541,981259.5641
95603.92948,5.917745334,7.387690791,6.03,36505.44106,1815920.45
50442.26643,4.76799751,7.248287754,6.07,33439.80668,644142.4757
81844.02711,6.161583148,6.214868825,3.09,36242.10575,1504026.27
63407.6978,4.998556609,6.338758115,4.06,36397.6532,826483.7133
62212.55965,7.346083967,7.798975121,6.06,40620.663,1504664.281
73923.46627,7.005505785,7.135063347,6.04,58745.31203,1819900.637
69525.33075,6.697178012,7.018083429,3.22,36950.45121,1343162.637
74419.53564,7.814354699,8.4693801,3.31,48591.39346,2019424.222
76255.78958,6.017827235,7.985199783,3.15,41297.07496,1522954.939
84712.91002,5.953310167,7.432141763,4.01,11072.49853,1154917.394
65316.99602,7.414875231,6.733084867,2,55799.49748,1534889.853
41240.05728,5.81593446,5.211695627,4.15,40888.07856,319495.6676
59590.96529,6.891731041,5.736029404,2.03,24153.88252,774073.5619
75664.02448,5.789202568,6.415312421,2.02,54724.25127,1406865.495
74542.63701,5.656113961,9.40164523,4.21,38039.59856,1601678.263
85297.19886,4.861034546,5.596366581,2.26,28319.63343,1258957.62
84771.04727,5.598838835,6.201996784,3.44,53950.06221,1710570.17
58318.8615,6.643225713,7.028824446,4.29,29491.63527,859208.7212
65221.5256,8.346782327,5.828948061,3.27,47157.21048,1682105.847
72682.75796,6.544491927,8.502343255,3.37,45348.55875,1715743.409
70506.22247,6.067423246,7.947610774,3.14,44706.71849,1655466.736
70203.60018,5.148301396,5.573351069,3.1,40588.57311,1288122.624
76460.22067,7.030844864,6.629940742,4.16,46851.04219,1748782.809
58325.69569,6.30432228,7.299320698,6.31,31256.22333,1003941.929
62714.55443,4.861475959,5.34005839,3.06,41998.56888,861138.1836
77697.23565,6.138120631,7.267847632,4.35,40523.2893,1399909.049
76268.09274,6.377042817,9.002044879,6.1,25978.89523,1562842.638
37908.67586,6.233812726,7.252915778,6.07,39632.07979,880402.7569
85994.28637,7.505427762,6.420641902,4,20303.81392,1591203.49
54259.47605,6.064384805,5.4917461,4.31,26482.16068,469016.2478
73477.97642,4.705205465,6.237990623,3.44,46610.61533,1113782.468
45750.49358,4.814478444,6.349176252,3.1,39692.76316,494609.0334
78933.49592,6.844164136,7.416307152,3.15,28675.19043,1520371.008
73068.5181,7.271422215,5.685407675,3.14,42929.87616,1368692.297
44328.2563,5.644951798,6.813808755,2.06,20820.24137,601007.3512
64900.19793,5.30506935,7.260436972,3.31,21815.48888,517937.5895
66465.36591,5.623938648,7.079809676,6.21,41130.09091,1258563.859
59037.60924,5.206138943,7.701775148,5.41,26234.10954,685922.3852
67150.06069,6.442420803,7.842278374,3.01,39917.87889,1376969.929
96395.3218,5.460823005,7.52809801,6.5,35036.19213,1731437.416
57683.84762,6.557164042,7.060080868,4.3,43348.48868,1116730.867
62594.97909,5.493365974,7.962687651,3.35,46459.251,1427026.945
70844.20552,4.177213846,7.508958054,5.34,33483.65248,1129388.123
59179.8686,6.215488288,6.519249287,2.45,33549.55306,892718.091
63926.10711,4.791357601,5.697630215,3.35,54954.76259,1068786.672
76142.11983,4.050263913,8.53440979,4,41931.4683,1392793.814
60137.34538,6.547295774,6.668790917,2.19,15994.12967,832691.1781
65827.33514,6.90353685,5.98071552,3.14,46346.6233,1283590.459
65051.21627,4.357995066,6.077607451,2.3,25191.40739,612211.5924
78077.11195,7.164631467,6.352985108,3.3,40737.41719,1729392.204
58385.21537,7.58855882,6.406117577,2.3,41930.37501,1266209.753
62765.29405,7.678891205,7.459908516,4.08,22272.18604,1369753.282
77208.64023,4.804914297,6.951254521,2.08,28550.4813,981753.2384
64374.30729,8.389992287,7.063085614,6.23,23251.0467,1244440.135
69584.65691,5.367761195,8.048969161,6.19,17045.80773,1059262.039
64204.72064,4.862155018,7.714890984,6.21,46157.43916,1233484.477
75984.83111,6.725721311,7.887775836,4.31,42248.68586,1754770.59
72432.70034,5.877126915,5.761669848,3.2,35039.46939,1010813.709
72646.50599,4.961008008,7.84230638,4.26,35628.82539,1285019.137
56685.01444,6.958044864,7.502115314,3.38,43322.16685,1223100.542
58054.09948,5.408101904,7.143542253,6.13,35257.71759,781482.5832
75339.91582,5.407478241,7.422156287,5.07,49307.20981,1383563.574
82859.59165,8.090382963,6.927192257,4.41,60040.5473,2294647.784
75513.24689,4.607911656,8.086981109,6.5,37175.07064,1376240.615
74411.05989,5.534627544,7.210123361,6.44,43537.50295,1393746.76
77079.71716,4.255008575,6.528579813,2.39,32236.82469,1018457.987
62279.79005,6.108449991,6.30611635,4.12,35263.65314,1054770.981
71663.29801,6.00708895,6.710290608,2.02,35315.03035,1230628.986
68709.10049,5.99444191,8.583188696,4.38,31659.70025,1347578.53
64901.03107,4.460276088,6.734748724,3.41,47452.38543,1151233.095
76291.51429,5.430195078,6.111174616,2.11,29855.9068,1022342.574
66225.9048,6.333788793,6.47618593,3.47,44384.51974,1378269.573
50817.79065,4.473663283,7.640863277,5.35,34818.2095,771002.0763
65846.40694,7.315088749,8.235833085,3.29,22355.22119,1369006.115
78074.94799,5.691650412,7.735931941,4.06,58051.60066,1930802.919
68488.61746,4.742984602,7.445724233,4.03,28298.49476,769576.8637
71363.21381,7.286030921,5.960565275,4.43,27965.20349,1308508.119
88244.61487,6.548375433,8.765481292,3.36,25791.99499,1788285.239
78020.03953,7.042713319,6.573968615,2,49601.23864,1869929.202
56825.80807,5.869171401,7.138957712,4.07,47607.99177,1146637.544
65199.98994,6.445742898,6.937127028,3.2,28366.03543,1177289.886
76156.46816,7.575082016,6.404836421,3.1,34493.80446,1521745.663
66369.75098,4.26897623,7.399066489,6.41,18683.53506,796666.1224
77434.93925,6.051114759,6.829266648,2.32,41866.189,1598593.733
66477.26279,6.982151725,6.038487979,2.37,32458.9867,1124635.932
60029.43264,5.714878538,7.990513702,6.01,32818.06713,1005087.361
68035.56212,6.487102994,8.810883649,4.06,34174.74428,1663509.393
82982.76423,6.333260676,6.860573239,4.38,44531.75946,1666462.622
63272.13067,7.534723194,7.301820955,3.02,46311.9563,1438290.851
75951.45249,5.440611043,6.999579342,3.09,31125.55873,1212205.341
58083.43234,5.574115562,6.587956937,3.37,30541.77661,762130.4623
71857.57141,6.425892565,6.225548367,4.05,52563.97982,1462899.031
63027.67471,4.855968121,5.580905937,2.3,35991.72064,608794.2467
55050.30809,7.20944363,7.153039164,6.2,29423.82757,1208664.863
70552.56028,5.428850307,6.908628708,2.35,31093.44526,854487.597
72487.49424,7.456011558,6.495059665,2.34,44865.38182,1584615.574
70309.30682,4.829750206,6.943591233,4.12,34945.47446,1311379.596
61252.63767,5.189911336,7.191572627,4.43,40890.26603,1026271.796
76774.85779,6.232921557,6.396693318,2.05,34313.8277,1384466.437
57101.71705,5.493161996,7.650205974,6.09,41104.46662,1011365.365
57730.322,5.105381084,9.001898577,6.06,42451.30628,1299991.951
73433.62623,7.107788624,6.227752216,2.05,44544.23046,1515005.384
79915.51263,7.79200171,7.42841713,4.18,53159.74318,1970419.054
61009.10935,4.662569144,7.083002537,3.41,60309.12225,1258686.286
71425.34862,7.554540735,7.06914872,5.18,32561.13015,1500472.827
91731.15438,5.184810712,7.94387972,6.3,33102.09542,1566471.008
71739.61218,6.571495853,7.719301234,5.18,37030.72731,1628751.935
72618.53846,5.160574116,7.64012721,4.46,37345.91172,1420858.824
49268.37307,6.269166301,8.091053212,6.44,41349.04041,881273.1168
62207.47581,7.297532823,7.002864274,5.38,34317.53831,1280431.574
50926.77663,4.507953424,6.154788048,4.01,33663.66924,211017.9705
66965.0447,6.823274165,8.137262993,3.5,22890.84154,1256086.507
68860.58581,6.376583394,7.351612387,3.03,40542.81391,1448774.971
78501.86123,6.90076533,6.904110044,3.18,34685.81562,1637944.645
60769.98733,7.2105722,7.401434533,4.25,35204.80714,1237115.741
78926.16508,5.163521343,6.424496498,2.43,34478.06592,1151211.909
76113.21733,6.377936931,7.736294493,5.07,26481.51177,1487849.876
58118.01816,8.137214471,5.650900286,4.36,35598.39044,1246246.828
63538.34616,4.764499308,7.168662411,3.27,43282.183,1146532.455
71713.79826,6.446437668,7.845240395,6.15,26861.13336,1361828.848
82816.56094,5.087438797,6.840219074,2.44,36855.66935,1387987.803
77235.57059,6.311020028,5.873414594,4.15,47328.81061,1610577.497
71323.14013,5.939007321,4.474535672,2.31,28795.75507,825095.1086
67466.29858,6.207662804,5.816436333,4.09,47444.71283,1283764.788
76626.75782,7.489032361,6.561406388,2.37,20782.08982,1333995.852
61287.06718,5.86588984,8.51272743,5.13,36882.1594,1058987.988
92052.74763,5.529209121,7.545662803,5.35,47343.37139,1928301.782
67384.00037,7.224280911,7.809918772,6.43,48918.05536,1930344.449
56935.32996,6.489971718,6.234253209,4.19,32965.93529,849180.846
50813.70267,7.161978239,5.942275646,2.1,30767.31362,1107692.003
87506.73197,5.430800355,4.947302123,3.13,32699.65258,1358646.746
68805.02073,6.095991998,8.126158727,6.37,40744.09197,1300362.028
73231.05159,5.452384484,5.108517592,3.08,40788.10928,1100093.909
91937.80789,5.153942345,6.905806012,4.37,19332.41978,1267150.837
72145.96721,6.39862599,8.258634923,6.06,28882.90085,1439506.102
72314.50031,5.257628172,7.784249422,5.28,38251.86262,1455511.267
66039.62218,4.568031707,5.243971276,4.5,28616.05068,752357.2824
57535.88765,4.090967563,7.572639285,5.01,31668.24612,826306.1479
70885.5117,7.489075381,5.401579141,4.13,39730.15754,1246595.16
60776.38714,6.855932512,5.572610331,3.5,28318.75042,870252.411
83921.90733,5.525295192,6.821687363,4.06,39569.83006,1539329.319
78748.02509,5.826192901,6.495379953,4.05,30640.83692,1365437.489
73491.13443,5.784430241,4.425959447,3.37,30800.54106,1111307.065
75491.79999,6.299268667,7.33029276,6.14,26013.68048,1448573.845
71327.71761,6.269963499,8.451354903,6.39,42634.77173,1501303.964
70745.9088,6.172536643,7.831781332,3,34915.51021,1392313.726
91046.04178,6.379433341,8.811819905,3.35,37086.62106,2190338.611
81707.23577,5.214913663,6.557792533,4.49,37968.8881,1390200.224
74182.50577,5.432402397,7.224551566,3.14,14659.99426,790721.3678
58469.9122,5.408899965,4.807387458,2.26,33547.98482,568977.0728
72661.75013,6.472277303,6.971292638,4.18,47048.49001,1602903.281
76209.99531,7.009045648,5.464338971,4.22,22721.6494,1066659.383
63689.47544,6.488149399,8.695313159,6.19,36260.06673,1499552.269
70614.71712,6.210086642,5.470122703,4.45,39449.98775,1113313.409
50661.0223,5.793192349,4.878600638,4.28,44261.86804,829128.6568
71915.14669,6.279753854,5.521216371,4.47,27714.29366,1006687.387
62223.19972,6.421407032,6.921320356,2.45,35450.55482,1197307.146
56734.15695,6.507846707,7.572747247,6.45,35452.59151,1317160.403
51445.18675,6.841166118,7.482816893,5.16,44966.0678,1093873.291
65207.73625,5.997595566,8.022923196,4.02,29668.10144,1148416.91
62622.48379,6.03689561,8.84477396,6.16,48899.51382,1502443.23
71020.73746,4.651052129,8.994340536,6.09,36788.48611,1162854.552
79477.86951,5.83328934,6.933969226,3.17,30411.18439,1380070.45
61875.07597,5.902141852,6.152203519,4.18,35833.39308,975005.7737
74085.9208,6.263488798,7.574102606,4.22,49674.4334,1490904.563
78497.66426,5.285897173,8.171204681,3.2,25389.19449,1245947.102
67076.05239,4.736540471,7.231218106,3.12,40406.51492,1261927.419
39653.77003,5.205089397,6.951617257,2.32,40275.59933,395901.2501
69086.60579,5.649168399,9.079234562,6.41,39890.29704,1677612.442
59787.4045,5.653120316,6.594592279,3.43,32402.10755,941594.3284
71350.77628,5.802554121,8.787965083,4.38,29207.16029,1285098.691
51296.48863,6.155259764,7.831766476,6.18,32078.9068,1115323.015
81570.54115,5.044783195,7.371143088,6.29,32485.40962,1472967.814
62850.31598,6.249503548,7.474265068,4.31,37764.36224,1277297.483
71806.36195,5.725585477,6.220975939,2.45,47563.23158,1210431.684
69185.70618,6.418572453,8.72269798,6.19,50096.98027,1757395.787
51747.9152,6.648548092,6.212700019,4.41,29749.62279,832475.189
68577.10973,7.515130583,6.434935666,3.29,23927.33192,1235747.512
56348.35334,6.336786948,4.891681432,2.2,23476.9736,649223.5061
68192.53017,5.75933535,6.194613051,3.17,46821.31972,1210496.625
53917.87223,3.824204216,7.360601848,4.33,44916.2914,679922.2521
67724.04775,7.951003194,6.524053598,4.24,61916.13554,1998368.741
59801.49103,4.210462758,4.954387464,2.03,33534.9264,311111.2006
73355.69291,6.533470231,7.594528757,6,28007.89573,1282758.903
57084.30102,7.255851198,7.577655975,3.46,55851.84719,1524968.147
82851.73021,4.865250903,6.773178179,2.22,33366.27464,1232974.142
62970.72143,5.529295392,6.596973061,2.48,14241.24877,547794.5712
64601.80273,6.035878341,7.630095678,4.15,24117.45838,1020268.855
63330.50652,5.723889031,7.968244375,4.15,20383.57434,983534.15
62514.10856,4.931569621,6.194068363,3.35,40891.61563,813807.6997
62995.19212,5.380174522,6.191981454,4.43,34347.24318,1034760.04
72443.69473,5.045013623,8.000120823,6.22,31190.6707,1308773.078
63805.7006,7.120304395,5.907901094,4.35,48433.82079,1473761.532
78605.18989,7.306306207,7.091689114,6.49,18493.05833,1536208.366
87003.99576,5.225235339,8.497163916,4.32,24269.05676,1552915.164
74881.06436,5.268553097,7.394920536,3.17,23526.4985,1023162.953
77456.40573,6.394246586,7.205733258,3.48,37997.54792,1587015.357
66126.80561,7.37925948,5.78215652,3.15,41997.44894,1474379.44
61544.58347,2.922736153,7.791619771,3.01,30699.38605,677772.3453
72261.20029,5.674288802,7.353357525,3.07,42681.82329,1568433.328
72932.2493,5.208296792,6.865190715,4.21,30072.71973,1149694.034
87472.25699,5.543774149,7.340992379,3.32,48306.7974,1848633.724
51621.33042,5.073320657,6.015495165,2.35,18194.12155,459446.4193
64762.66102,7.239088188,6.156978417,3.02,32136.84415,1115080.654
72490.81469,5.453652414,5.662264374,4.25,17981.45047,699222.8361
56780.50427,7.648392612,6.163236778,4.29,11019.05378,836235.0305
68176.06978,5.43639597,7.812731256,3.42,32525.44517,1128252.819
73021.65256,5.292058281,7.217835864,6.29,37090.97603,1270543.464
57451.86827,5.116175663,7.945878305,5.08,38532.98003,1043628.37
74585.8398,4.49290428,5.736896365,3.3,48051.64765,1137523.111
75557.97395,5.536337682,6.70212824,2.01,41866.35776,1415349.65
73823.93879,4.739240943,7.590101512,3.19,10555.70282,861657.3994
70558.83907,5.921329615,7.589187928,5.43,24867.49764,1198915.943
78331.93253,5.892961875,8.489496905,3.27,31032.85907,1442128.732
66461.46669,5.705860872,5.783415539,3.38,26052.73783,729781.5696
78633.97376,5.465393231,7.531143012,3.24,43728.80349,1555320.5
67559.66672,6.873592404,7.157963578,5.05,32487.56767,1539465.42
61458.54727,4.254254339,7.195894481,3.39,36220.12371,842086.6733
60698.81549,7.951045847,6.225801975,2.5,48495.31973,1433493.802
74838.65747,5.919090479,7.543276404,6,23637.25637,1137467.586
70355.77481,6.032226964,7.204937602,5.02,39882.81773,1249223.831
53409.27698,6.495543869,7.274836553,4.02,22522.8816,860346.4707
57814.84583,5.345949188,6.672672496,2.02,32880.78811,846939.4288
72583.25334,6.521821037,5.773618814,4.49,21768.32105,968280.5181
82777.06932,5.23519491,7.896371961,5.26,42582.93467,1481171.234
52541.31985,4.885243249,7.225521823,3.2,41258.26229,842985.8529
65579.37802,5.952556523,5.828072176,2.33,41260.29962,1063130.946
54574.59402,5.640386034,8.521731896,5.05,44489.93171,1094069.798
49740.18209,4.748619773,6.756554547,4.42,25545.92394,493350.0312
80484.87001,4.509879994,5.771422322,2.3,28076.97938,1131225.76
70894.14113,7.040707991,6.937166766,4.01,24878.46173,1383565.696
63890.47157,4.972306568,7.916386397,5.49,43416.49782,1252391.18
76023.7485,4.974834171,6.91398963,4.2,44323.62117,1412097.177
79689.72338,5.916946406,6.784153511,3.44,38313.82892,1420648.281
82681.23684,6.210505624,7.938067847,3.4,30054.86206,1571781.593
63233.73313,4.920192289,6.528068683,2.37,49272.461,1106261.274
40752.71424,5.507106334,6.503331288,4.12,41565.02608,560598.5384
66935.47508,6.376389685,8.51382556,5.47,17573.6171,1109059.054
60402.99862,5.443868938,7.545896921,3.23,47018.15054,1265760.2
79020.64716,4.215671399,6.255674884,2.02,34405.48156,1120851.519
45073.89518,8.333101975,4.635161108,3.3,38066.1613,704698.3621
80175.75416,4.988407758,6.104512439,4.04,26748.42842,1068138.074
63167.19471,5.846446261,7.624513514,3.4,34317.49878,1305127.336
85828.01284,5.195096532,7.414641935,5.49,29248.28287,1303091.91
80058.99835,6.851265731,6.806975701,4.17,23360.9483,1562950.322
68071.43317,4.865438378,6.108566995,3.39,35525.87604,980145.7829
88470.86806,7.419982032,6.872379547,2.24,45811.42561,1955253.711
72805.14665,4.665514927,7.100443568,6.1,30874.69886,987355.9609
71135.38992,6.469121766,7.834605896,3.26,15441.82724,1088699.399
66668.09352,6.184965339,7.863127437,3.35,47075.21223,1687998.933
70513.21224,5.083722418,7.19915619,5.02,39275.77529,1383783.912
56553.55025,5.691129213,7.021252354,3.15,29682.40986,746096.7289
63380.81467,5.344664036,6.001574335,2.45,40217.33358,932979.3606
63183.88974,5.570561937,7.541807496,5.08,58691.20066,1367586.278
52840.21116,6.855065813,6.855512563,4.06,40736.73807,1268421.104
76635.9532,5.773928786,5.898447428,3.41,39792.55162,1205377.911
80793.42091,4.365596873,7.06046765,4.41,25377.56176,867444.7049
66026.61208,4.173577215,6.346072053,4.09,43645.38548,885249.1825
75843.30304,5.768478785,6.989189234,4.1,61126.73207,1658974.567
82768.61397,7.135406223,7.057182261,4.2,23581.3857,1476989.184
68508.32406,6.53528588,7.151596571,6.23,25290.40994,1085103.003
49198.62891,6.375401943,6.857199036,2.22,44786.52968,913978.5734
83201.02149,6.375424294,7.041855436,5.15,43837.42476,1705276.19
80041.89748,6.707807644,7.219983523,4.01,39026.48806,1693384.803
